,id,label,age,treatment,raw_time,timeFMT,timeDSS,FMT,DSS,donor_age,donor2acceptor,label_id,timeBF,timeBO,BF,BO,CHÊ±¼ä,cohousing,primry_order,cage,Alias,Alias2
sample1727,1727,18-D77-B3-1,18,0,77,56,56,0,NA,NA,O0,B3,56,14,1,1,NA,NA,323,B,Ctrl,
sample1728,1728,18-D77-B4-1,18,0,77,56,56,0,NA,NA,O0,B4,56,14,1,1,NA,NA,324,B,Ctrl,
sample1729,1729,18-D77-B5-1,18,0,77,56,56,0,NA,NA,O0,B5,56,14,1,1,NA,NA,325,B,Ctrl,
sample1730,1730,18-D14-O1-1,18,3,14,14,NA,0,NA,NA,O3,O1,NA,14,NA,1,NA,NA,326,O,ABL,
sample1731,1731,18-D14-O2-1,18,3,14,14,NA,0,NA,NA,O3,O2,NA,14,NA,1,NA,NA,327,O,ABL,
sample1732,1732,18-D14-O3-1,18,3,14,14,NA,0,NA,NA,O3,O3,NA,14,NA,1,NA,NA,328,O,ABL,
sample1733,1733,18-D14-O4-1,18,3,14,14,NA,0,NA,NA,O3,O4,NA,14,NA,1,NA,NA,329,O,ABL,
sample1734,1734,18-D14-O5-1,18,3,14,14,NA,0,NA,NA,O3,O5,NA,14,NA,1,NA,NA,330,O,ABL,
sample820,820,T1,2,2,1,1,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample821,821,T3,2,2,1,1,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample822,822,T4,2,2,1,1,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample823,823,T5,2,2,1,1,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample839,839,I1,18,2,1,1,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample840,840,I2,18,2,1,1,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample841,841,I3,18,2,1,1,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample842,842,I4,18,2,1,1,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample843,843,I5,18,2,1,1,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample854,854,X1,2,2,1,1,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample855,855,X2,2,2,1,1,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample856,856,X3,2,2,1,1,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample857,857,X4,2,2,1,1,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample858,858,X5,2,2,1,1,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample869,869,L1,18,2,1,1,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample870,870,L2,18,2,1,1,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample871,871,L3,18,2,1,1,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample872,872,L4,18,2,1,1,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample873,873,L5,18,2,1,1,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1754,1754,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1755,1755,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1756,1756,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1757,1757,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1758,1758,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1759,1759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample889,889,T1,2,2,4,4,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample890,890,T3,2,2,4,4,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample891,891,T4,2,2,4,4,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample892,892,T5,2,2,4,4,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample908,908,I1,18,2,4,4,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample909,909,I2,18,2,4,4,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample910,910,I3,18,2,4,4,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample911,911,I4,18,2,4,4,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample912,912,I5,18,2,4,4,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample923,923,X1,2,2,4,4,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample924,924,X2,2,2,4,4,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample925,925,X3,2,2,4,4,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample926,926,X4,2,2,4,4,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample927,927,X5,2,2,4,4,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample938,938,L1,18,2,4,4,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample939,939,L2,18,2,4,4,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample940,940,L3,18,2,4,4,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample941,941,L4,18,2,4,4,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample942,942,L5,18,2,4,4,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1779,1779,18-D84-B1-1,18,0,84,84,NA,0,NA,NA,0,B1,NA,21,NA,1,NA,NA,350,B,Ctrl,
sample1780,1780,18-D84-B2-1,18,0,84,84,NA,0,NA,NA,0,B2,NA,21,NA,1,NA,NA,351,B,Ctrl,
sample1781,1781,18-D84-B3-1,18,0,84,84,NA,0,NA,NA,0,B3,NA,21,NA,1,NA,NA,352,B,Ctrl,
sample1782,1782,18-D84-B4-1,18,0,84,84,NA,0,NA,NA,0,B4,NA,21,NA,1,NA,NA,353,B,Ctrl,
sample1783,1783,18-D84-B5-1,18,0,84,84,NA,0,NA,NA,0,B5,NA,21,NA,1,NA,NA,354,B,Ctrl,
sample1784,1784,18-D21-O1-1,18,3,21,21,NA,0,NA,NA,O3,O1,NA,21,NA,1,NA,NA,355,O,ABL,
sample1785,1785,18-D21-O2-1,18,3,21,21,NA,0,NA,NA,O3,O2,NA,21,NA,1,NA,NA,356,O,ABL,
sample1786,1786,18-D21-O3-1,18,3,21,21,NA,0,NA,NA,O3,O3,NA,21,NA,1,NA,NA,357,O,ABL,
sample1787,1787,18-D21-O4-1,18,3,21,21,NA,0,NA,NA,O3,O4,NA,21,NA,1,NA,NA,358,O,ABL,
sample1788,1788,18-D21-O5-1,18,3,21,21,NA,0,NA,NA,O3,O5,NA,21,NA,1,NA,NA,359,O,ABL,
sample958,958,T1,2,2,7,7,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample959,959,T3,2,2,7,7,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample960,960,T4,2,2,7,7,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample961,961,T5,2,2,7,7,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample977,977,I1,18,2,7,7,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample978,978,I2,18,2,7,7,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample979,979,I3,18,2,7,7,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample980,980,I4,18,2,7,7,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample981,981,I5,18,2,7,7,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample992,992,X1,2,2,7,7,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample993,993,X2,2,2,7,7,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample994,994,X3,2,2,7,7,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample995,995,X4,2,2,7,7,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample996,996,X5,2,2,7,7,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1007,1007,L1,18,2,7,7,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1008,1008,L2,18,2,7,7,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1009,1009,L3,18,2,7,7,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1010,1010,L4,18,2,7,7,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1011,1011,L5,18,2,7,7,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1808,1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1809,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1810,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1811,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1812,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1813,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1038,1038,T1,2,2,11,11,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1039,1039,T3,2,2,11,11,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1040,1040,T4,2,2,11,11,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1041,1041,T5,2,2,11,11,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1057,1057,I1,18,2,11,11,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1058,1058,I2,18,2,11,11,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1059,1059,I3,18,2,11,11,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1060,1060,I4,18,2,11,11,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1061,1061,I5,18,2,11,11,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1072,1072,X1,2,2,11,11,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1073,1073,X2,2,2,11,11,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1074,1074,X3,2,2,11,11,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1075,1075,X4,2,2,11,11,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1076,1076,X5,2,2,11,11,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1087,1087,L1,18,2,11,11,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1088,1088,L2,18,2,11,11,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1089,1089,L3,18,2,11,11,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1090,1090,L4,18,2,11,11,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1091,1091,L5,18,2,11,11,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1833,1833,18-D91-B1-1,18,0,91,91,NA,0,NA,NA,0,B1,NA,28,NA,1,NA,NA,379,B,Ctrl,
sample1834,1834,18-D91-B2-1,18,0,91,91,NA,0,NA,NA,0,B2,NA,28,NA,1,NA,NA,380,B,Ctrl,
sample1835,1835,18-D91-B3-1,18,0,91,91,NA,0,NA,NA,0,B3,NA,28,NA,1,NA,NA,381,B,Ctrl,
sample1836,1836,18-D91-B4-1,18,0,91,91,NA,0,NA,NA,0,B4,NA,28,NA,1,NA,NA,382,B,Ctrl,
sample1837,1837,18-D91-B5-1,18,0,91,91,NA,0,NA,NA,0,B5,NA,28,NA,1,NA,NA,383,B,Ctrl,
sample1838,1838,18-D28-O1-1,18,3,28,28,NA,0,NA,NA,O3,O1,NA,28,NA,1,NA,NA,384,O,ABL,
sample1839,1839,18-D28-O2-1,18,3,28,28,NA,0,NA,NA,O3,O2,NA,28,NA,1,NA,NA,385,O,ABL,
sample1840,1840,18-D28-O3-1,18,3,28,28,NA,0,NA,NA,O3,O3,NA,28,NA,1,NA,NA,386,O,ABL,
sample1841,1841,18-D28-O4-1,18,3,28,28,NA,0,NA,NA,O3,O4,NA,28,NA,1,NA,NA,387,O,ABL,
sample1842,1842,18-D28-O5-1,18,3,28,28,NA,0,NA,NA,O3,O5,NA,28,NA,1,NA,NA,388,O,ABL,
sample1843,1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1844,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1845,1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1846,1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1847,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1848,1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample1107,1107,T1,2,2,14,14,NA,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1108,1108,T3,2,2,14,14,NA,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1109,1109,T4,2,2,14,14,NA,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1110,1110,T5,2,2,14,14,NA,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1126,1126,I1,18,2,14,14,NA,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1127,1127,I2,18,2,14,14,NA,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1165,1165,T1,2,2,21,21,-4,1,0,2,YY,T1,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1166,1166,T3,2,2,21,21,-4,1,0,2,YY,T3,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1167,1167,T4,2,2,21,21,-4,1,0,2,YY,T4,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1168,1168,T5,2,2,21,21,-4,1,0,2,YY,T5,NA,NA,NA,NA,NA,NA,NA,T,FMT-M,
sample1184,1184,I1,18,2,21,21,-4,1,0,2,YO,I1,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1185,1185,I2,18,2,21,21,-4,1,0,2,YO,I2,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1186,1186,I3,18,2,21,21,-4,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1187,1187,I4,18,2,21,21,-4,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1188,1188,I5,18,2,21,21,-4,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1199,1199,X1,2,2,21,21,-4,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1200,1200,X2,2,2,21,21,-4,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1201,1201,X3,2,2,21,21,-4,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1202,1202,X4,2,2,21,21,-4,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1868,1868,18-D99-B1-1,18,0,99,99,NA,0,NA,NA,0,B1,NA,35,NA,1,NA,NA,389,B,Ctrl,
sample1869,1869,18-D99-B2-1,18,0,99,99,NA,0,NA,NA,0,B2,NA,35,NA,1,NA,NA,390,B,Ctrl,
sample1870,1870,18-D99-B3-1,18,0,99,99,NA,0,NA,NA,0,B3,NA,35,NA,1,NA,NA,391,B,Ctrl,
sample1871,1871,18-D99-B4-1,18,0,99,99,NA,0,NA,NA,0,B4,NA,35,NA,1,NA,NA,392,B,Ctrl,
sample1872,1872,18-D99-B5-1,18,0,99,99,NA,0,NA,NA,0,B5,NA,35,NA,1,NA,NA,393,B,Ctrl,
sample1873,1873,18-D36-O1-1,18,3,35,35,NA,0,NA,NA,O3,O1,NA,35,NA,1,NA,NA,394,O,ABL,
sample1874,1874,18-D36-O2-1,18,3,35,35,NA,0,NA,NA,O3,O2,NA,35,NA,1,NA,NA,395,O,ABL,
sample1875,1875,18-D36-O3-1,18,3,35,35,NA,0,NA,NA,O3,O3,NA,35,NA,1,NA,NA,396,O,ABL,
sample1876,1876,18-D36-O4-1,18,3,35,35,NA,0,NA,NA,O3,O4,NA,35,NA,1,NA,NA,397,O,ABL,
sample1877,1877,18-D36-O5-1,18,3,35,35,NA,0,NA,NA,O3,O5,NA,35,NA,1,NA,NA,398,O,ABL,
sample1878,1878,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1879,1879,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1880,1880,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1881,1881,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1882,1882,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1883,1883,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,ABH,
sample1203,1203,X5,2,2,21,21,-4,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1214,1214,L1,18,2,21,21,-4,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1215,1215,L2,18,2,21,21,-4,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1216,1216,L3,18,2,21,21,-4,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1217,1217,L4,18,2,21,21,-4,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1218,1218,L5,18,2,21,21,-4,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1560,1560,I3,18,2,14,14,NA,1,0,2,YO,I3,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1561,1561,I4,18,2,14,14,NA,1,0,2,YO,I4,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1562,1562,I5,18,2,14,14,NA,1,0,2,YO,I5,NA,NA,NA,NA,NA,NA,NA,I,FMT-UM,
sample1573,1573,X1,2,2,14,14,NA,1,0,18,OY,X1,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1574,1574,X2,2,2,14,14,NA,1,0,18,OY,X2,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1575,1575,X3,2,2,14,14,NA,1,0,18,OY,X3,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1576,1576,X4,2,2,14,14,NA,1,0,18,OY,X4,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1577,1577,X5,2,2,14,14,NA,1,0,18,OY,X5,NA,NA,NA,NA,NA,NA,NA,X,FMT-UM,
sample1588,1588,L1,18,2,14,14,NA,1,0,18,OO,L1,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1589,1589,L2,18,2,14,14,NA,1,0,18,OO,L2,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1590,1590,L3,18,2,14,14,NA,1,0,18,OO,L3,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1591,1591,L4,18,2,14,14,NA,1,0,18,OO,L4,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1592,1592,L5,18,2,14,14,NA,1,0,18,OO,L5,NA,NA,NA,NA,NA,NA,NA,L,FMT-M,
sample1903,1903,18-D105-B1-1,18,0,105,105,NA,0,NA,NA,0,B1,NA,42,NA,1,NA,NA,399,B,Ctrl,
sample1904,1904,18-D105-B2-1,18,0,105,105,NA,0,NA,NA,0,B2,NA,42,NA,1,NA,NA,400,B,Ctrl,
sample1905,1905,18-D105-B3-1,18,0,105,105,NA,0,NA,NA,0,B3,NA,42,NA,1,NA,NA,401,B,Ctrl,
sample1906,1906,18-D105-B4-1,18,0,105,105,NA,0,NA,NA,0,B4,NA,42,NA,1,NA,NA,402,B,Ctrl,
sample1907,1907,18-D105-B5-1,18,0,105,105,NA,0,NA,NA,0,B5,NA,42,NA,1,NA,NA,403,B,Ctrl,
sample1908,1908,18-D42-O1-1,18,3,42,42,NA,0,NA,NA,O3,O1,NA,42,NA,1,NA,NA,404,O,ABL,
sample1909,1909,18-D42-O2-1,18,3,42,42,NA,0,NA,NA,O3,O2,NA,42,NA,1,NA,NA,405,O,ABL,
sample1910,1910,18-D42-O3-1,18,3,42,42,NA,0,NA,NA,O3,O3,NA,42,NA,1,NA,NA,406,O,ABL,
sample1911,1911,18-D42-O4-1,18,3,42,42,NA,0,NA,NA,O3,O4,NA,42,NA,1,NA,NA,407,O,ABL,
sample1912,1912,18-D42-O5-1,18,3,42,42,NA,0,NA,NA,O3,O5,NA,42,NA,1,NA,NA,408,O,ABL,
sample1913,1913,18-D112-B1-1,18,0,112,112,NA,0,NA,NA,0,B1,NA,49,NA,1,NA,NA,409,B,Ctrl,
sample1914,1914,18-D112-B2-1,18,0,112,112,NA,0,NA,NA,0,B2,NA,49,NA,1,NA,NA,410,B,Ctrl,
sample1915,1915,18-D112-B3-1,18,0,112,112,NA,0,NA,NA,0,B3,NA,49,NA,1,NA,NA,411,B,Ctrl,
sample1916,1916,18-D112-B4-1,18,0,112,112,NA,0,NA,NA,0,B4,NA,49,NA,1,NA,NA,412,B,Ctrl,
sample1917,1917,18-D112-B5-1,18,0,112,112,NA,0,NA,NA,0,B5,NA,49,NA,1,NA,NA,413,B,Ctrl,
sample1918,1918,18-D49-O1-1,18,3,49,49,NA,0,NA,NA,O3,O1,NA,49,NA,1,NA,NA,414,O,ABL,
sample1919,1919,18-D49-O2-1,18,3,49,49,NA,0,NA,NA,O3,O2,NA,49,NA,1,NA,NA,415,O,ABL,
sample1920,1920,18-D49-O3-1,18,3,49,49,NA,0,NA,NA,O3,O3,NA,49,NA,1,NA,NA,416,O,ABL,
sample1921,1921,18-D49-O4-1,18,3,49,49,NA,0,NA,NA,O3,O4,NA,49,NA,1,NA,NA,417,O,ABL,
sample1922,1922,18-D49-O5-1,18,3,49,49,NA,0,NA,NA,O3,O5,NA,49,NA,1,NA,NA,418,O,ABL,
sample1923,1923,18-D119-B1-1,18,0,119,119,NA,0,NA,NA,0,B1,NA,56,NA,1,NA,NA,419,B,Ctrl,
sample1924,1924,18-D119-B2-1,18,0,119,119,NA,0,NA,NA,0,B2,NA,56,NA,1,NA,NA,420,B,Ctrl,
sample1925,1925,18-D119-B3-1,18,0,119,119,NA,0,NA,NA,0,B3,NA,56,NA,1,NA,NA,421,B,Ctrl,
sample1926,1926,18-D119-B4-1,18,0,119,119,NA,0,NA,NA,0,B4,NA,56,NA,1,NA,NA,422,B,Ctrl,
sample1927,1927,18-D119-B5-1,18,0,119,119,NA,0,NA,NA,0,B5,NA,56,NA,1,NA,NA,423,B,Ctrl,
sample1928,1928,18-D56-O1-1,18,3,56,56,NA,0,NA,NA,O3,O1,NA,56,NA,1,NA,NA,424,O,ABL,
sample1929,1929,18-D56-O2-1,18,3,56,56,NA,0,NA,NA,O3,O2,NA,56,NA,1,NA,NA,425,O,ABL,
sample1930,1930,18-D56-O3-1,18,3,56,56,NA,0,NA,NA,O3,O3,NA,56,NA,1,NA,NA,426,O,ABL,
sample1931,1931,18-D56-O4-1,18,3,56,56,NA,0,NA,NA,O3,O4,NA,56,NA,1,NA,NA,427,O,ABL,
sample1932,1932,18-D56-O5-1,18,3,56,56,NA,0,NA,NA,O3,O5,NA,56,NA,1,NA,NA,428,O,ABL,
sample1934,1934,OD1,18D,2,NA,-1,-1000,1,-1,18-D,OD,OD1,NA,NA,NA,NA,NA,NA,NA,OD,baseline_Aged,
sample1935,1935,YD1,2D,2,NA,-1,-1000,1,-1,2-D,YD,YD1,NA,NA,NA,NA,NA,NA,NA,YD,baseline_Young,
sample1936,1936,YD3,2D,2,NA,-3,-3,1,-1,2-D,YD,YD3,NA,NA,NA,NA,NA,NA,NA,Y,ABH,
sample1937,1937,OD3,18D,2,NA,-3,-3,1,-1,18-D,OD,OD3,NA,NA,NA,NA,NA,NA,NA,O,ABH,
sample1938,1938,ON,18D,2,NA,-10,-10,1,-1,18-D,OD,ON,NA,NA,NA,NA,NA,NA,NA,O,ABH,
